name,source,gender,wikidata,type,Notes,,Put the correct value in the gender column. Optional: add the wikidata ID if you find one (see example). Write any comments in the Notes column.
פלטיאל,,M,,way,,,
פליטי הספר,,,,way,,,
פלקירה,,,,way,,,
פנואל,,,,way,,,
פנחס בן יאיר,,M,,way,,,
פנחס ספיר,,M,,way,,,
פנץ נתן,,M,,way,,,
פנקס,,,,way,,,
פסטלוצי,,,,way,,,
פעמונית,,N,,way,,,
פקיעין,,,,way,,,
פראג,,N,,way,,,
פראנצויז,,,,way,,,
פראנקל,,,,way,,,
פרוג,,,,way,,,
פרופ שור,,,,way,,,
פרופ' פנינה זלצמן,,F,,way,,,
פרזון,,,,way,,,
פרחי אביב,,,,way,,,
פרי מגדים,,,,way,,,
פרי עץ חיים,,N,,way,,,
פרידמן שרגא,,M,,way,,,
פרישמן,,,,way,,,
פרנץ קפקא,,M,,way,,,
פרנקפורט,,N,,way,,,
פרץ חיות,,M,,way,,,
פרץ מרקיש,,,,way,,,
פתחיה מרגנשבורג,,,,way,,,
צ'יאונה סמפו סוגיהרה,,,,way,,,
צ'לנוב,,,,way,,,
צ'מרינסקי,,,,way,,,
צבי ברוק,,M,,way,,,
צבי הרמן סגל,,M,,way,,,
צבי הרמן שפירא,,M,,way,,,
צבי נשרי,,M,,way,,,
צבי סטרכילביץ,,M,,way,,,
צבי פרופס,,M,,way,,,
צבי פרידלנד,,M,,way,,,
צבי פרייגרזון,,M,,way,,,
צבי צור (צ'רה),,M,,way,,,
צביה לובטקין,,M,,way,,,
צדוק הכהן,,M,,way,,,
"צה""ל",,,,way,,,
צהלון הרופא,,M,,way,,,
צויפל,,,,way,,,
צונזר,,,,way,,,
צונץ,,,,way,,,
צופית,,,,way,,,
צוקרמן,,,,way,,,
צורישדי,,,,way,,,
צידון,,,,way,,,
"ציהתל""י",,,,way,,,
צייטלין,,,,way,,,
צלילי חנינא,,,,way,,,
צמחי היהודים,,N,,way,,,
צנובר,,N,,way,,,
צפניה,,,,way,,,
צפריר,,,,way,,,
צפת,,N,,way,,,
צקלג,,,,way,,,
צריפין,,,,way,,,
צרעה,,,,way,,,
"ק""ם",,,,way,,,
קדומים,,,,way,,,
קדושי השואה,,,,way,,,
קדם,,,,way,,,
קדמיאל,,,,way,,,
קדש ברנע,,,,way,,,
קהילת אודסה,,,,way,,,
קהילת אוסטרליה,,,,way,,,
קהילת בודפשט,,,,way,,,
קהילת ביאליסטוק,,,,way,,,
קהילת בריסק,,,,way,,,
קהילת ונציה,,,,way,,,
קהילת ורשה,,,,way,,,
קהילת ז'יטומיר,,,,way,,,
קהילת זגלמביה,,,,way,,,
קהילת טשרנוביץ,,,,way,,,
קהילת יאסי,,,,way,,,
קהילת לבוב,,,,way,,,
קהילת לודז',,,,way,,,
קהילת מקסיקו,,,,way,,,
קהילת ניו יורק,,,,way,,,
קהילת סופיה,,,,way,,,
קהילת סלוניקי,,,,way,,,
קהילת עדן,,,,way,,,
קהילת פאדובה,,,,way,,,
קהילת פוזנה,,,,way,,,
קהילת קובנה,,,,way,,,
קהילת קייב,,,,way,,,
קהילת קישינב,,,,way,,,
קהילת קליבלנד,,,,way,,,
קהילת קנדה,,,,way,,,
קהילת קרקוב,,,,way,,,
קהילת רזיסטנסיה,,,,way,,,
קהילת ריגה,,,,way,,,
קוממיות,,,,way,,,
קומפרט,,,,way,,,
קוסובסקי,,,,way,,,
קור פאול (קורנובסקי),,M,,way,,,
קורדובה,,,,way,,,
קורדוברו,,,,way,,,
קורולנקו,,,,relation,,,
קורט טוכולסקי,,M,,way,,,
קורצ'אק יאנוש,,M,,way,,,
קורקידי,,,,way,,,
קיבוץ גלויות,,N,,way,,,
קידרון,,,,way,,,
קיוסו אלברט,,M,,way,,,
קיי דני (קמינסקי),,M,,way,,,
קיצור לבית הספר,,,,way,,,
קיציס,,,,way,,,
קיש,,,,way,,,
קלאוזנר,,,,way,,,
קלונימוס,,,,way,,,
קליי,,,,way,,,
קלישר,,,,way,,,
קלמן,,,,way,,,
קלמר משה,,M,,way,,,
קלצ'קין,,,,way,,,
קמה,,,,way,,,
קמואל,,,,way,,,
קמינסקה,,,,way,,,
קנטור,,,,way,,,
קפלנסקי,,,,way,,,
קפריסין,,,,way,,,
קצנלסון יצחק,,M,,way,,,
קרויס,,,,way,,,
קריית שאול,,M,,way,,,
קרייתי,,,,way,,,
קרית ספר,,,,way,,,
קרל נטר,,M,,way,,,
קרליבך,,M,,way,,,
קרן היסוד,,,,way,,,
קרפל ליפא,,M,,way,,,
קרשקש,,,,way,,,
"ראב""ד",,,,way,,,
ראובן רובין,,M,,way,,,
ראול ולנברג,,M,,way,,,
ראם,,,,way,,,
ראסין ז'אן,,,,way,,,
ראש פינה,,N,,way,,,
ראשון לציון,,N,,way,,,
ראשונים,,N,,way,,,
ראשית חכמה,,N,,way,,,
רב אלוף דוד אלעזר,,M,,way,,,
רב אשי,,,,way,,,
רב האי גאון,,,,way,,,
רב החובל,,,,way,,,
רב צעיר,,,,way,,,
רבדים,,,,way,,,
רבי אדא,,M,,way,,,
רבי אחא,,M,,way,,,
רבי חנינא,,M,,way,,,
רבי יהודה חסיד,,M,,way,,,
רבי יוחנן,,M,,way,,,
רבי מאיר,,M,,way,,,
רבי מאיר בעל הנס,,M,,way,,,
רבי משה בן עזרא,,M,,way,,,
רבי נחמן,,M,,way,,,
רבי עקיבא,,M,,way,,,
רבי פנחס,,M,,way,,,
רבי תנחום,,M,,way,,,
רביבים,,,,way,,,
רבינא,,FF,,way,,,
רבן גמליאל,,M,,way,,,
רבנו חננאל,,M,,way,,,
רבנו ירוחם,,M,,way,,,
רבנו תם,,M,,way,,,
רבניצקי,,,,way,,,
רבקה גובר,,F,,way,,,
רבקה ושמעון אבולעפיה,,F,,way,,,
רבקה זיו,,F,,way,,,
רדינג,,,,way,,,
רודנסקי,,,,way,,,
רוזאניס,,,,way,,,
רוזוב,,,,way,,,
רוזנבאום,,,,way,,,
רוזנבלט,,,,way,,,
רוחמה,,F,,way,,,
רוטנשטרייך,,,,way,,,
רויגו,,,,way,,,
רוממה,,,,way,,,
רומן רולן,,,,way,,,
רוני,,,,way,,,
רוסלאן,,,,way,,,
רופא המחתרות,,M,,way,,,
רופין,,,,relation+way,,,
רות,,F,,way,,,
רות רובין-פלד,,F,,way,,,
רזי,,,,way,,,
רחבעם זאבי,,M,,way,,,
רחבת אנדרומדה,,,,way,,,
רחבת אריה אלחנני,,M,,relation,,,
רחבת בית המכס,,N,,way,,,
"רחבת הי""א",,,,way,,,
רחבת הסינימטק,,N,,way,,,
רחבת הסינמטק,,NN,,way,,,
רחבת יוסף תמיר,,M,,way,,,
רחל,,F,,way,,,
רחל ושמואל אידלסון,,,,way,,,
"רי""ז",,,,way,,,
"ריב""ל",,,,way,,,
רייך,,,,way,,,
ריינס,,,,way,,,
רייס,,,,way,,,
רינגלבלום,,,,way,,,
רינהרט מקס,,M,,way,,,
ריש גלותא,,,,way,,,
"רלב""ג",,,,way,,,
"רמב""ם",,M,,way,,,
רמברנדט,,M,,way,,,
רמה,,,,way,,,
רמות נפתלי,,M,,way,,,
"רמח""ל",,,,way,,,
רמת השרון,,,,relation,,,
"רנ""ק",,,,way,,,
רענן,,,,way,,,
רפאל פוזיילוב,,M,,way,,,
רפידים,,,,way,,,
רצון,,,,way,,,
רציף העלייה השנייה,,,,way,,,
רקנאטי,,,,way,,,
"רש""י",,M,,way,,,
רשף,,,,way,,,
רשפים,,,,way,,,
"ש""י",,,,way,,,
"ש""ץ",,M,,way,,,
ש''י עגנון,,M,,way,,,
ש. גנני,,,,way,,,
שאול אביגור,,M,,way,,,
שאר ישוב,,,,way,,,
שארית ישראל,,,,way,,,
שבזי,,M,,way,,,
שבח,,,,way,,,
שבט,,,,way,,,
שבטי ישראל,,,,way,,,
שביב,,,,way,,,
שביל אופנידן איילון,,M,,way,,,
שביל בן זאב,,M,,way,,,
שביל בן יעקב,,M,,way,,,
שביל גוטלובר,,,,way,,,
שביל גינצבורג,,,,way,,,
שביל גרינבוים,,,,way,,,
שביל דרך הגבורה,,N,,way,,,
שביל האור,,N,,way,,,
שביל האטד,,,,way,,,
שביל החלב,,N,,way,,,
שביל המפעל,,,,way,,,
שביל המרץ,,N,,way,,,
שביל ז'בוטינסקי,,M,,way,,,
שביל יונתן,,M,,way,,,
שביל עכו,,N,,way,,,
שביל רדינג,,,,way,,,
שביל תנועות הנוער,,,,way,,,
שבלים,,N,,way,,,
שבעת השיקמים,,N,,way,,,
שבתאי,,,,way,,,
שבתאי דון-יחא,,M,,way,,,
שגאל מרק,,M,,way,,,
שגב,,,,way,,,
"שד""ל",,M,,way,,,
שדמי נחום,,M,,way,,,
שדרות אלכסנדר ואנטוני מוקסל,,M,,relation,,,
שדרות בן גוריון,,M,,relation,,,
שדרות בן ציון,,M,,way,,,
שדרות דוד המלך,,M,,way,,,
שדרות דוד וצפורה פדרמן,,,,way,,,
"שדרות הבעש""ט",,,,way,,,
שדרות ההשכלה,,N,,way,,,
שדרות הותיקים,,N,,way,,,
"שדרות החי""ל",,,,way,,,
שדרות היוצ''ר,,,,way,,,
שדרות המעפילים,,,,way,,,
שדרות הנביאים,,N,,way,,,
שדרות הציונות,,N,,way,,,
שדרות הר ציון,,N,,way,,,
שדרות השושנים,,N,,way,,,
שדרות וושינגטון,,M,,way,,,
"שדרות חב""ד",,,,way,,,
שדרות חכמי ישראל,,,,way,,,
שדרות חכמי לובלין,,,,way,,,
שדרות יד לבנים,,,,way,,,
שדרות יהודית,,F,,way,,,
שדרות ירושלים,,N,,way,,,
שדרות ישראל גורי,,M,,way,,,
שדרות לוי אשכול,,M,,way,,,
שדרות מוצקין,,M,,way,,,
שדרות מסריק,,,,way,,,
שדרות נורדאו,,,,way,,,
שדרות סמאטס,,,,way,,,
שדרות עמנואל הרומי,,M,,way,,,
שדרות ששת הימים,,N,,way,,,
"שדרות תרס""ט",,N,,way,,,
שולמית,,F,,way,,,
שולמן,,,,way,,,
שונצ'ינו,,,,way,,,
שונצינו,,,,way,,,
שוסטקוביץ' דמיטרי,,M,,way,,,
שוקן זלמן,,M,,way,,,
שורשים,,N,,way,,,
שושנה דואר,,F,,way,,,
שושנה פרסיץ,,F,,way,,,
"שז""ר",,,,way,,,
"שח""ל",,,,way,,,
שטיבל,,,,way,,,
שטיין,,,,way,,,
שטיינברג,,,,way,,,
שטיינשניידר,,,,way,,,
שטנד,,,,way,,,
שטראוס,,,,way,,,
שטרוק,,,,way,,,
שטריקר,,,,way,,,
שטרית,,,,way,,,
שטרן,,,,way,,,
שטרן איזק,M,,,way,,,
שטרנהרץ,,,,way,,,
"שי""ר",,,,way,,,
שיבולים,,N,,way,,,
שיבת ציון,,N,,way,,,
שייקה אופיר,,M,,way,,,
שייקה דן,,M,,way,,,
שילה,,,,way,,,
שיפר,,,,way,,,
שיק,,,,way,,,
"של""ג",,,,relation,,,
שלבים,,,,way,,,
שלוחות,,,,way,,,
שלום אש,,N,,way,,,
שלום עליכם,,M,,way,,,
שלום רוזנפלד,,M,,way,,,
שלומציון המלכה,,F,,way,,,
שלושת החיצים,,N,,way,,,
שלזינגר,,,,way,,,
שלמה בובר,,M,,way,,,
שלמה בן יוסף,,M,,way,,,
שלמה המלך,,M,,way,,,
שלמה ליענר,,M,,way,,,
שלמה קפלן,,M,,way,,,
שלמה רובין,,M,,way,,,
שלמה שילר,,M,,way,,,
שלמון,,,,way,,,
שם הגדולים,,,,way,,,
שמגר,,,,way,,,
שמואל בן עדיה,,M,,way,,,
שמואל ברקאי,,M,,way,,,
שמואל הנגיד,,M,,way,,,
שמואל ירחינאי,,M,,way,,,
שמואל כהן יוחננוף,,M,,way,,,
שמואל רומנילי,,M,,way,,,
שמואל שניצר,,M,,way,,,
שמואל תמיר,,M,,way,,,
שמוליק סגל,,M,,way,,,
שמחה,,,,way,,,
שמחה בלאס,,,,way,,,
שמחה הולצברג,,,,way,,,
שמיר,,M,,way,,,
שמעון בן שטח,,M,,way,,,
שמעון ברנפלד,,M,,way,,,
שמעון הבורסקאי,,M,,way,,,
שמעון הצדיק,,M,,way,,,
שמעון התרסי,,M,,way,,,
שמעון סאמט,,M,,way,,,
שמעון פינקל,,M,,way,,,
שמעון צדיק,,M,,way,,,
שמעון רוקח,,M,,way,,,
שמעוני,,,,way,,,
שמעיה,,,,way,,,
שמריהו לוין,,M,,way,,,
שמרלינג,,,,way,,,
שמשון,,M,,way,,,
שניאור,,,,way,,,
שניצלר,,,,way,,,
שניר,,,,way,,,
שנקר,,,,way,,,
שער הגיא,,N,,way,,,
שער ציון,,N,,way,,,
שערי ניקנור,,,,way,,,
שערי תשובה,,N,,way,,,
"שפ""ר",,,,way,,,
שפייה,,,,way,,,
שפינוזה,,M,,way,,,
שפע טל,,N,,way,,,
שפרינצק,,,,way,,,
שפתי ישנים,,N,,way,,,
שקד,,N,,way,,,
שריד,,N,,way,,,
שרירא גאון,,F,,way,,,
שרעבי,,,,way,,,
ששון,,,,way,,,
שתולים,,N,,way,,,
שתי האחיות,,F,,way,,,
תבואות הארץ,,N,,way,,,
תג'ר ציונה,,F,,way,,,
תובל,,,,way,,,
תוספתא,,,,way,,,
תוצרת הארץ,,N,,way,,,
תושיה,,N,,way,,,
תות,,N,,way,,,
תחכמוני,,,,way,,,
תירוש,,N,,way,,,
תל ברוך,,,,way,,,
תל גיבורים,,,,way,,,
תל חי,,,,way,,,
תמוז,,N,,way,,,
תמנע,,N,,way,,,
תמריר,,,,way,,,
תפוח,,N,,way,,,
תקוע,,,,way,,,
תרדיון,,,,way,,,
"תרמ""ב",,,,way,,,
"תרפ""א",,,,way,,,
תרצה,,,,way,,,
תרצ״ו,,,,way,,,
"תש""ח",,N,,way,,,
תשבי,,,,way,,,
תשרי,,N,,way,,,
תש״ח,,N,,way,,,
׳דליה רביקוביץ,F,,,way,,,
